
(67948022,60282271,-66.17,'CA','Rancho','Foothill & Vineyard Rancho Cucamon_8880 Foothill Blvd._Rancho Cucamonga California 917303334_909-483-0606',34.10661339,-117.6114802),
(64331283,29742120,-32.37,'CA','Rancho','Victoria Gardens Rancho Cucamonga_12466 North Main Street_Rancho Cucamonga California 917398886_909-646-8562',34.1316,-117.526),
(49244762,24046181,-34.67,'CA','Rancho','Rancho Cucamonga (B&N)_11090 Foothill Blvd_Rancho Cucamonga California 91730_(909) 980-0921',34.10663401,-117.561703),
(19858226,68540702,-47.38,'CA','Rancho','Country Club & Monterey Avenue Ran_40101 Monterey Avenue_Rancho Mirage California 92270_760-341-4925',33.75708299,-116.3912592),
(39503535,20646225,-55.87,'CA','Rancho','Bob Hope Drive & Hwy 111 Rancho Mi_71800 HWY 111_Rancho Mirage California 92270_760-776-1844',33.738867,-116.409985),
(40655323,81528948,-76.83,'CA','Rancho','Albertsons-Rancho Santa Margarita _27702 Crown Valley Pkwy_Rancho Santa Margarita California 92688',33.6355,-117.6057),
(11738909,74402731,-43.15,'CA','Rancho','Target Rancho Santa Margarita T-914_30602 Santa Margarita Pkwy_Rancho Santa Margarita California 926882815',33.6434423,-117.5985088),
(67298441,94153948,-58.25,'CA','Rancho','Vons-Rancho Santa Marg. 2217_22451 Antonio Pkwy._Rancho Santa Margarita California 92688',33.63518822,-117.5914387),
(80338439,18491325,-63.75,'CA','Red','Main & Luther - Red Bluff_1058 South Main Street_Red Bluff California 96080_530-527-1139',40.16844038,-122.2285481),
(21493768,98356581,-74.08,'CA','Redondo','Pacific Coast Hwy & Diamond St._300 N. Pacific Coast Highway_Redondo Beach California 90277_310-798-1567',33.84498753,-118.3872181),
(62502939,21643841,-70.65,'CA','Redondo','Artesia & Flagler - Redondo Bch._1904 Artesia Blvd._Redondo Beach California 90278_(310) 318-5886',33.87277957,-118.3789536),
(20298863,07043351,-41.60,'CA','Redondo','Redondo Beach_1749 S. Elena_Redondo Beach California 90277_(310) 540-9080',33.81815569,-118.3855473),
(26760859,58061469,-34.09,'CA','Redwood','El Camino & Whipple - Redwood City_490 El Camino Real_Redwood City California 94063_650-701-0112',37.48560471,-122.2341582),
(53577523,09581068,-46.53,'CA','Redwood','Marsh & Florence - Redwood City_995 Marsh Road_Redwood City California 94063_650-839-1860',37.47834081,-122.1858278),
(74789108,30018124,-57.68,'CA','Redwood','El Camino & Woodside - Redwood City_1900 El Camino Real_Redwood City California 94063_650-216-9732',37.47755192,-122.2233392),
(31271096,03208096,-74.32,'CA','Redwood','Veterans Pkwy & Walnut - Redwood Ci_400 Walnut Road_Redwood City California 94063_(650) 780-0889',37.490601,-122.223872),
(17272021,37180645,-57.02,'CA','Redwood','Woodside & Gordon - Redwood City_820 Woodside Road_Redwood City California 94061_650-299-0327',37.46662703,-122.2241588),
(31958679,77716657,-35.70,'CA','Redwood','Redwood City_1045 El Camino Real_Redwood City California 94063_650-366-6205',37.48395411,-122.2321879),
(33196913,04872020,-54.66,'CA','Redwood','Redwood Shores_264 Redwood Shores Parkway_Redwood City California 94065_(650) 654-4037',37.52141437,-122.2526976),
(40156842,87065696,-84.88,'CA','Rohnert','Golf Course & Country Club_969 A Golf Course Drive_Rohnert Park California 94928_707-584-4818',38.3623921,-122.6936015),
(17658044,41314248,-78.00,'CA','Rohnert','Cotati & Bodway - Rohnert Park_1716 East Cotati Avenue_Rohnert Park California 94928_707-792-0283',38.33608279,-122.6774512),
(73979320,10914474,-73.83,'CA','Rohnert','Rohnert Park & Labath - Rohnert Pk_459 Rohnert Park Expressway West_Rohnert Park California 94928_707-206-0772',38.34883928,-122.7203184),
(46087575,50119021,-51.59,'CA','Rohnert','Rohnert Park - Commerce_6356 Commerce Blvd._Rohnert Park California 949282404_(707) 588-8999',38.34750678,-122.7096239),
(04940779,15981387,-64.26,'CA','Rolling','Vons-Rolling Hills Estates 2233_7 Peninsula Ctr_Rolling Hills Estates California 90274',33.775436,-118.37525),
(54966581,61259535,-71.81,'CA','Rolling','Avenue of the Peninsula Rolling Hi_550 Deep Valley Drive_Rolling Hills California 90274_310-265-8071',33.7719728,-118.3738309),
(91370303,38184754,-83.99,'CA','Rowland','Puente Hills_17416 'A' Colima Road_Rowland Heights California 91748_(626) 912-4778',33.99068229,-117.9262486),
(57448919,06345772,-42.82,'CA','Rowland','Colima Rd. & Fairway Dr._19759 E. Colima Rd._Rowland Heights California 917483211_909-869-6127',33.98614363,-117.8709651),
(82727732,65294252,-71.31,'CA','San','University & I-215 San Bernadino_4275 N. UNIVERSITY PARKWAY_San Bernadino California 92407_909-887-2256',34.166837,-117.331933),
(15955585,03844777,-47.82,'CA','San','Waterman&Hospitality SanBernardino_525 E. Hospitality Lane_San Bernadino California 92408_909-890-9980',34.06598513,-117.2736924),
(46230478,09247299,-48.73,'CA','San','Little League & I-215_3225 Little League Drive_San Bernardino California 92407_909-473-8940',34.1927,-117.3618),
(64326059,26007171,-51.09,'CA','San','501 San Mateo Avenue_501 San Mateo Avenue_San Bruno California 94066_6509524295',37.62462638,-122.4111011),
(44954737,25519869,-60.37,'CA','San','El Camino & Sneath - San Bruno_1212 El Camino Real_San Bruno California 94066_650-872-0348',37.63716661,-122.4213874),
(10999368,73483492,-64.96,'CA','San','Bayhill & Cherry - San Bruno_851 Cherry Avenue_San Bruno California 94066_650-615-9471',37.62651835,-122.4246522),
(81734080,35577386,-42.84,'CA','San','Laurel & Arroyo - San Carlos_856 Laurel Avenue_San Carlos California 94070_6506209437',37.503123,-122.257106),
(51450454,11805063,-82.17,'CA','San','San Carlos_1187 San Carlos Avenue_San Carlos California 94070_650-802-0534',37.50650894,-122.2611565),
(16684388,75193550,-59.98,'CA','San','300 S. El Camino Real - San Clement_300 S. El Camino Real_San Clemente California 926724047_(949) 369-9520',33.42605104,-117.6111993),
(84575051,96398054,-66.18,'CA','San','Pico & La Pata San Clemente_1001 Avenida Pico_San Clemente California 92673_949-369-5649',33.45612883,-117.6007954),
(81459476,07382776,-33.78,'CA','San','San Clemente_638 Camino de los Mares_San Clemente California 926732848_(949) 496-5900',33.45885912,-117.6510751),
(16607693,15984366,-80.02,'CA','San','SAN - San Diego Airport_3665 N. Harbor Drive_San Diego California 92101_619-231-5100',32.72943335,-117.1958378),
(76147304,35075225,-57.54,'CA','San','28th & National San Diego_2828 National Avenue_San Diego California 921132418_619-231-4791',32.6959,-117.133299),
(53654453,62034945,-68.33,'CA','San','Camino Del Rio North & Mission Gorg_4262 Camino Del Rio North_San Diego California 921082610_619-516-3409',32.77981,-117.102303),
(78786427,25162650,-46.86,'CA','San','Convoy & Raytheon San Diego_4898 Convoy Street_San Diego California 921111611_858-560-0337',32.83094349,-117.1532078),
(21970838,44440414,-52.42,'CA','San','El Cajon & 67th San Diego_6701 El Cajon Blvd._San Diego California 921151621_619-667-5242',32.76860777,-117.0536783),
(15236645,93514774,-35.67,'CA','San','Euclid & Market San Diego_350 Euclid Avenue_San Diego California 921143501_619-264-1865',32.70886752,-117.0849059),
(97547642,60350774,-74.27,'CA','San','Fairmount & University (UCO)_3895 Fairmount Avenue_San Diego California 921052607_619-640-3245',32.74961605,-117.1009007),
(74829306,39145343,-78.46,'CA','San','Hwy 905 & La Media San Diego_8299 Otay Mesa Road_San Diego California 921547712_619-710-0082',32.5674,-116.9384),
(78765369,31960032,-54.78,'CA','San','Jamacha & Campo El Cajon_2986 Jamacha Road_San Diego California 92019_619-670-0108',32.73977,-116.9417),
(60205081,35034098,-41.64,'CA','San','Miramar & Production San Diego_7030 Miramar Road_San Diego California 921212315_858-831-9264',32.87870017,-117.1640268),
(62152817,78743889,-67.68,'CA','San','Rancho Penasquitos & I-15 San Dieg_12889 Rancho Penasquitos Blvd._San Diego California 921292934_858-538-0998',32.95158171,-117.1077188),
(27488476,88886787,-34.12,'CA','San','University & 58th San Diego_5841 University Avenue_San Diego California 921156251_619-287-3459',32.749647,-117.07157),
(96481294,43904013,-73.21,'CA','San','Sports Arena & Rosecrans San Diego_3145 Sports Arena Blvd._San Diego California 921104526_619-523-9253',32.75204115,-117.2061418),
(73920614,85043230,-67.68,'CA','San','10th & Market San Diego_1011 Market Street_San Diego California 921017233_619-696-3750',32.7115,-117.155488),
(77694563,43446184,-67.18,'CA','San','1st & Market San Diego_101 Market Street_San Diego California 92101_619-232-8267',32.71144592,-117.1637263),
(35881882,89195272,-40.02,'CA','San','28th & B Street San Diego (UCO)_1206 28th Street_San Diego California 921022206_619-231-7637',32.71797558,-117.1337964),
(95488326,31333602,-73.05,'CA','San','29th & University San Diego (UCO)_2899 University Avenue_San Diego California 921042929_619-692-0755',32.74857824,-117.1313649),
(47838821,34258944,-43.12,'CA','San','32nd & University San Diego_3206 University Ave._San Diego California 921042010_619-285-9814',32.7485,-117.124974),
(42795899,62305371,-40.03,'CA','San','4th & Market San Diego_345 Market Street_San Diego California 92101_619-234-6945',32.71143883,-117.1614965),
(56478763,06141308,-78.90,'CA','San','525 B Street_1194 Sixth Avenue_San Diego California 92101_(619) 232-3235',32.71766932,-117.1592344),
(92220979,97846507,-72.63,'CA','San','5th & F Street San Diego_511 F Street_San Diego California 921016308_619-235-0573',32.71358596,-117.1600042),
(92595650,54018521,-57.37,'CA','San','5th & Laurel San Diego_2440 5th Avenue_San Diego California 921011613_619-702-2113',32.73067973,-117.1602566),
(26150468,36112467,-72.37,'CA','San','5TH and Robinson_3801 Fifth Avenue_San Diego California 92109_(619) 295-9310',32.747138,-117.160236),
(64462409,11506257,-83.33,'CA','San','Adams & Marlborough - San Diego_4134 Adams Avenue_San Diego California 92116_619-640-5230',32.76326656,-117.1064347),
(62321794,99616567,-73.11,'CA','San','Aviary & Scripps Ranch San Diego_10000 Aviary Drive Suite A_San Diego California 921311222_858-586-0096',32.90454561,-117.1002329),
(04370721,46871133,-52.48,'CA','San','Broadway & Kettner San Diego_600 West Broadway_San Diego California 92101_619-233-0393',32.71565673,-117.1683025),
(13481632,95748232,-74.07,'CA','San','Camino Del Norte & Dove Canyon San_16621 Dove Canyon Road_San Diego California 92127_858-487-0972',33.01315474,-117.1103596),
(45500750,50221585,-68.74,'CA','San','Carmel Creek & Valley Centre_3881 Valley Centre Drive_San Diego California 921302332_858-847-3085',32.9379145,-117.2300201),
(90001334,88662629,-53.25,'CA','San','Campus Plaza_6145 El Cajon Blvd._San Diego California 92115_(619) 286-4561',32.76229667,-117.0655355),
(41499530,38286678,-67.98,'CA','San','Carmel Mountain & E. Ocean Air SD_4645 Carmel Mountain Rd._San Diego California 92130_858-350-6704',32.92142,-117.21445),
(95086192,70421145,-83.58,'CA','San','Carmel Mountain_11885 Carmel Mountain_San Diego California 92128_(858) 675-0412',32.98109495,-117.0770922),
(52216521,09092456,-63.19,'CA','San','Clairemont Mesa & Shawline SDiego_7035 Clairmont Mesa Blvd_San Diego California 92117_858-278-6103',32.83406489,-117.1726875),
(22934661,37425978,-58.05,'CA','San','Clairemont Square_4711-E Clairemont Drive_San Diego California 92117_(858) 272-5320',32.830921,-117.2059243),
(64841771,53140596,-59.38,'CA','San','Clairmont Mesa & Overland San Dieg_9211 Clairmont Mesa Blvd._San Diego California 92123_858-614-0263',32.8312406,-117.1309004),
(58184236,18529488,-78.11,'CA','San','College & Lindo Paseo San Diego_5131 College Avenue_San Diego California 921152439_619-582-5528',32.77151402,-117.0698522),
(05149983,18489063,-40.42,'CA','San','College Grove & College way San Di_3436 College Avenue_San Diego California 921157134_619-229-0738',32.74324386,-117.0519571),
(80628036,65983443,-52.04,'CA','San','Del Mar Highlands_3485 Del Mar Heights Rd._San Diego California 92130_(858) 792-4041',32.95448112,-117.2320555),
(01002671,63273942,-81.95,'CA','San','Euclid & Federal San Diego (UCO)_1722 Euclid Avenue_San Diego California 921055415_619-264-6401',32.72299235,-117.0849059),
(08981662,65852404,-47.81,'CA','San','Falcon & Washington San Diego_784 W. Washington St._San Diego California 921032205_619-291-4115',32.74993683,-117.1702732),
(53834469,87302983,-30.91,'CA','San','Frazee & Friars San Diego_7610 Hazard Center Drive_San Diego California 92108_619-683-2419',32.77080026,-117.1572103),
(96620052,65456174,-43.04,'CA','San','Friars & Riverdale San Diego_10406 Friars Road_San Diego California 92120_619-284-6541',32.79064516,-117.0993945),
(55228475,98618202,-67.68,'CA','San','Friars Rd & Fenton Pkwy San Diego_2245 Fenton Pkwy_San Diego California 921084737_619-516-1360',32.77931068,-117.1277722),
(37481963,39801446,-67.42,'CA','San','Friars Mission_5694 Mission Center Road _San Diego California 92108_(619) 298-8367',32.77686888,-117.1543416),
(23445975,75982040,-37.24,'CA','San','Genesee & Nobel Dr. San Diego_8750 Genesee Avenue_San Diego California 921221131_858-784-0076',32.86967408,-117.2142151),
(58102030,99639460,-67.83,'CA','San','Genesee Plaza_4227 Genesee Avenue_San Diego California 92117_(858) 278-3467',32.81995223,-117.1821871),
(71489062,35168802,-40.74,'CA','San','Hillcrest_3995 5th Avenue_San Diego California 92103_(619) 295-0533',32.74978659,-117.1604383),
(90320757,57472553,-78.91,'CA','San','Governor Dr. & Regents Rd. SD_3202 Governor Drive_San Diego California 921222939_858-404-0704',32.85157408,-117.216551),
(64168832,63411342,-70.09,'CA','San','Horton Plaza II_75 Horton Plaza_San Diego California 921016144_(619) 696-3297',32.715063,-117.161765),
(56579270,75578922,-31.34,'CA','San','India & Hawthorn San Diego_801 W. Hawthorn Street_San Diego California 92101_619-235-4376',32.72630158,-117.1694227),
(61308022,09398179,-68.74,'CA','San','Imperial & The 805 San Diego (UCO)_255 Marketplace Avenue_San Diego California 921131965_619-527-4853',32.70213978,-117.0994952),
(79913744,67663557,-30.91,'CA','San','Kearny Mesa_4240 Kearny Mesa Blvd._San Diego California 92111_(858) 278-9365',32.81777002,-117.149342),
(50956223,46916257,-59.30,'CA','San','Linda Vista & Napa San Diego_5175 Linda Vista Road_San Diego California 921102681_619-497-0328',32.765009,-117.197194),
(96584599,76877929,-40.15,'CA','San','Mercy & I-15 San Diego_9932 Mercy Road_San Diego California 92129_858-578-7228',32.93824918,-117.1146855),
(35325614,20196937,-30.97,'CA','San','Mira Mesa & Scranton San Diego_9276 Scranton Blvd._San Diego California 921211750_858-458-6885',32.89087157,-117.2015519),
(27458423,04659852,-78.64,'CA','San','Mira Mesa & I-15 San Diego_10720 Westview Parkway_San Diego California 921262962_858-831-0313',32.91550204,-117.1200569),
(20995374,93562697,-66.33,'CA','San','Mira Mesa Mall_8250 Mira Mesa Blvd._San Diego California 92126_(858) 586-6361',32.91263597,-117.1458722),
(36002636,15133450,-37.43,'CA','San','Mission Gorge Rd. - San Diego_6171 Mission Gorge Road_San Diego California 92120_619-516-4273',32.78690243,-117.0977057),
(19501350,94632543,-70.62,'CA','San','Mira Mesa &Camino Santa Fe San Die_6765 Mira Mesa Blvd. Suite 149_San Diego California 921216304_858-623-0641',32.90727427,-117.1724689),
(59742928,91793849,-37.23,'CA','San','Newport & Bacon Ocean Beach_4994 Newport Avenue_San Diego California 921073113_619-223-7794',32.74683868,-117.2509421),
(12006095,36929877,-71.74,'CA','San','P.B. Marketplace_4343 Mission Blvd._San Diego California 92109_858-581-3517',32.79384873,-117.2545815),
(44895153,38855206,-61.28,'CA','San','Navajo & Hwy 125 San Diego_8898 Navajo Road_San Diego California 921192100_619-460-6868',32.80278945,-117.0061812),
(38730494,24193872,-37.10,'CA','San','Palm & Saturn San Diego_635 Saturn Blvd._San Diego California 92154_619-575-2230',32.58494398,-117.0927333),
(49358353,34402237,-83.98,'CA','San','Park & University San Diego_3830 Park Blvd._San Diego California 921033610_619-220-8683',32.747836,-117.146299),
(59995748,16730513,-65.92,'CA','San','Olympic Parkway & Eastlake Chula V_2127 Olympic Parkway_San Diego California 91915_619-216-5907',32.6319391,-116.9486027),
(63554281,17015913,-61.02,'CA','San','Point Loma_3305 Rosecrans Ave_San Diego California 92110_(619) 523-9189',32.747678,-117.20802),
(81582453,97941773,-59.35,'CA','San','Pacific Beach_1774-A Garnet Ave_San Diego California 92109_(858) 270-6090',32.80054583,-117.2375934),
(82391673,42060339,-82.26,'CA','San','Rancho Bernardo_11922 Bernardo Plaza Drive_San Diego California 92128_(858) 675-7450',33.02026993,-117.0745024),
(10249573,66703472,-69.72,'CA','San','Rancho Penasquitos_13289-4 Black Mountain Rd_San Diego California 92129_(858) 538-5440',32.95903372,-117.1264009),
(70435078,53438704,-46.56,'CA','San','Palm & The 805 Fwy San Diego_940 Dennery Road_San Diego California 92154_619-690-5144',32.576688,-117.034995),
(79127049,68234005,-57.03,'CA','San','Park in the Valley - San Diego_1620 Camino De La Reina_San Diego California 92108_(619) 297-2497',32.77082075,-117.1464049),
(47468014,13360254,-46.94,'CA','San','Rancho Bernardo & Pomerado San Die_12469 Rancho Bernardo Road_San Diego California 921282143_858-487-1746',33.01867466,-117.0614101),
(29198227,95022949,-67.89,'CA','San','Sorrento Court - San Diego_9430 Scranton Road_San Diego California 92121_858-452-3035',32.89315285,-117.2018388),
(36774702,97083980,-55.22,'CA','San','Tierrasanta & Santo San Diego_10601 Tierrasanta Blvd._San Diego California 921242616_858-565-2168',32.82295558,-117.1009295),
(76704567,78647883,-49.85,'CA','San','Scripps Ranch Village_10625 Scripps Poway Parkway_San Diego California 92131_(858) 547-3968',32.93712903,-117.0987712),
(89470841,53986866,-34.26,'CA','San','University & Richmond - San Diego_1240 University Avenue_San Diego California 92103_619-298-8111',32.74849969,-117.1525111),
(43645823,71478914,-82.31,'CA','San','Stonecrest Plaza_3675 Murphy Canyon Road_San Diego California 92123_(858) 874-0798',32.81062639,-117.1168532),
(65788020,43252332,-72.82,'CA','San','University & Aragon San Diego_6511 University Avenue_San Diego California 921155810_619-229-8050',32.75528069,-117.0563618),
(72377940,12288873,-39.26,'CA','San','Bonita & San Dimas San Dimas_144 E. Bonita Avenue_San Dimas California 917733003_909-592-2791',34.1065906,-117.8060646),
(86376607,72457049,-66.19,'CA','San','San Dimas_942 W. Arrow Highway_San Dimas California 917732419_(909) 599-7338',34.10663401,-117.8254527),
(01253842,91016780,-36.85,'CA','San','Truman & Maclay San Fernando_1135 Truman Street_San Fernando California 913403200_818-837-0337',34.28391925,-118.4414113),
(08098898,80506338,-57.94,'CA','San','100 West Portal/Vicente_100 West Portal_San Francisco California 94127_(415) 664-8370',37.73966267,-122.4670769),
(69134085,69613019,-62.91,'CA','San','120 4th Street_120 4th Street_San Francisco California 94103_(415) 284-0579',37.78420013,-122.4039336),
(08893129,58341672,-34.11,'CA','San','123 Battery_123 Battery Street_San Francisco California 94109_415-544-0830',37.79241074,-122.3996419),
(71396769,47929224,-35.15,'CA','San','123 Mission Street_123 Mission Street_San Francisco California 94105_(415) 543-1510',37.79229838,-122.3941373),
(21954426,16393300,-55.10,'CA','San','15 Sutter St._15 Sutter Street_San Francisco California 94104_(415) 433-9615',37.79018675,-122.4006782),
(17140718,88761694,-54.28,'CA','San','1231 Market Street_1231 Market Street_San Francisco California 94103_(415) 522-1438',37.77831067,-122.4151365),
(67351960,02008686,-46.38,'CA','San','1800 Irving Street_1800 Irving Street_San Francisco California 94122_415-242-7970',37.76350481,-122.4771178),
(06050944,91646405,-68.46,'CA','San','1750 Divisadero Street_1750 Divisadero Street_San Francisco California 94115_(415) 346-7193',37.7857039,-122.4398944),
(46230094,53921862,-82.95,'CA','San','24th & Noe_3995 24th Street_San Francisco California 94114_(415) 826-1118',37.75129339,-122.4317225),
(84297619,38872173,-59.50,'CA','San','199 Fremont @ Howard - SF_199 Fremont Street_San Francisco California 94111_415-615-0458',37.7892237,-122.3950775),
(57790465,17198810,-43.00,'CA','San','333 Market St._333 Market Street_San Francisco California 94105_(415) 543-4786',37.79223581,-122.3975773),
(33691667,02125095,-60.08,'CA','San','201 Powell Street - San Francisco_201 Powell Street_San Francisco California 94102_415-835-2470',37.78640624,-122.4079319),
(27789188,03640231,-68.16,'CA','San','36 Second Street_36 2nd Street_San Francisco California 94104_(415) 227-1665',37.788914,-122.401058),
(41749712,70771326,-43.40,'CA','San','27 Drumm Street_27 Drumm Street_San Francisco California 94111_415-392-3825',37.79350412,-122.3962473),
(01904017,52321274,-48.53,'CA','San','390 Stockton @ Sutter (Union Sq)_390 Stockton Street_San Francisco California 941084609_415-989-1637',37.78930907,-122.4067981),
(09936784,03380423,-74.45,'CA','San','340 Mission_340 Mission Street_San Francisco California 94105_(415) 538-0900',37.79080744,-122.3960374),
(24351744,70576393,-66.59,'CA','San','398 Market St._398 Market Street_San Francisco California 94111_(415) 788-5856',37.79180209,-122.3981647),
(25442921,02204194,-60.81,'CA','San','350 Parnassus_350 Parnassus Street_San Francisco California 94117_(415) 665-6406',37.7639076,-122.4560028),
(62707143,67321039,-62.22,'CA','San','3727 Buchanan - San Francisco_3735 Buchanan_San Francisco California 94123_4153462852',37.804356,-122.433569),
(44658960,79073496,-66.83,'CA','San','4094 18th St._4094 18th Street_San Francisco California 94114_(415) 626-6263',37.76073839,-122.4348975),
(11876116,02331744,-35.85,'CA','San','3rd & Howard_201 3rd St._San Francisco California 941033124_(415) 644-0072',37.78495202,-122.4003272),
(34838552,07958019,-75.42,'CA','San','455 Market_455 Market Street_San Francisco California 94102_(415) 243-9792',37.78115041,-122.4116612),
(79193298,39483395,-81.86,'CA','San','425 Battery - San Francisco_425 Battery Street_San Francisco California 94111_4154459030',37.7954016,-122.4003504),
(86852717,25314677,-58.63,'CA','San','4th & Brannan - WFB_490 Brannan Street_San Francisco California 941071713_(415) 974-5926',37.77840572,-122.3963438),
(78227570,77518317,-75.40,'CA','San','44 Montgomery @ Market St._44 Montgomery Street_San Francisco California 94104_415-397-4394',37.7894116,-122.4020345),
(04872440,56900242,-62.95,'CA','San','50 California St._52 California Street_San Francisco California 94111_(415) 398-8630',37.79357453,-122.396867),
(07908132,98405039,-72.29,'CA','San','4th & Market - S.F._780 Market Street_San Francisco California 94108_(415) 677-4493',37.7863805,-122.4044),
(11409464,63927322,-35.14,'CA','San','505 Sansome Street_505 Sansome Street_San Francisco California 94111_(415) 391-5966',37.79490868,-122.4014057),
(44043266,51820341,-84.60,'CA','San','5455  Geary Blvd. - WFB_5455 Geary Blvd_San Francisco California 94163_(415) 386-8813',37.780213,-122.47781),
(94397725,38929308,-74.19,'CA','San','555 California St._555 California St_San Francisco California 94104_(415) 788-8670',37.79273783,-122.4034376),
(86665904,37391159,-59.74,'CA','San','565 Clay St._565 Clay Street_San Francisco California 94111_415-834-0578',37.79475615,-122.4023994),
(07709093,79841432,-80.92,'CA','San','675 Portola - Miraloma_675 Portola Drive_San Francisco California 94127_415-682-9477',37.74454709,-122.4528838),
(08288413,33650998,-36.90,'CA','San','74 New Montgomery_74 New Montgomery Street_San Francisco California 94105_(415) 284-0651',37.78769032,-122.4008285),
(50623652,08756894,-75.72,'CA','San','701 Battery_701 Battery Street_San Francisco California 94111_(415) 986-5808',37.79765556,-122.4008695),
(54765830,99255087,-58.72,'CA','San','8th & Townsend - San Francisco_689 Townsend_San Francisco California 94103_415-255-7561',37.77089,-122.40251),
(07753424,47957856,-73.45,'CA','San','901 Market St._901 Market Street_San Francisco California 94103_(415) 979-0418',37.78391664,-122.4080412),
(43945520,47015270,-34.85,'CA','San','99 Jackson_99 Jackson Street_San Francisco California 94111_415-421-4464',37.79710416,-122.3981662),
(99167998,63868809,-36.31,'CA','San','9th & Howard_1298 Howard Street_San Francisco California 94103_(415) 565-7385',37.77487572,-122.4130418),
(80512847,39377831,-53.38,'CA','San','Bay & Taylor - San Francisco_499 Bay Street_San Francisco California 94133_415-409-1847',37.805298,-122.415085),
(13775589,77966402,-77.13,'CA','San','Beach & Hyde - San Francisco_680 Beach Street_San Francisco California 94109_415-409-0840',37.80670215,-122.420076),
(35702530,17141240,-67.91,'CA','San','Bush & Van Ness - S.F._1401 Van Ness Avenue_San Francisco California 94109_(415) 474-7095',37.78846521,-122.4218551),
(14158384,79620336,-42.75,'CA','San','Chestnut_2132 Chestnut Street_San Francisco California 94123_(415) 673-6781',37.80053582,-122.4383694),
(70392761,65143223,-37.13,'CA','San','California & Battery - SF_295 California Street_San Francisco California 94111_415-986-2349',37.7932,-122.3997),
(95180557,90570966,-60.55,'CA','San','Cyril Magnin @ O`Farrell - Nikko_222 Mason St_San Francisco California 94102_415-296-9056',37.78546368,-122.4093526),
(57032301,30147052,-30.04,'CA','San','Church & Market - S.F._2018 Market Street_San Francisco California 94111_(415) 431-5561',37.79102784,-122.3990391),
(61376820,09881904,-33.67,'CA','San','Fillmore & O'Farrell (UCO)_1501 Fillmore Street_San Francisco California 94115_415-441-7969',37.78328143,-122.4326708),
(03053900,75235832,-55.18,'CA','San','Fillmore_2222 Fillmore Street_San Francisco California 94115_(415) 673-3171',37.78996475,-122.4339959),
(84470990,78264867,-52.43,'CA','San','Geary & Taylor - San Francisco_442 Geary Street_San Francisco California 94102_(415) 922-9086',37.78701757,-122.4104703),
(55245527,16522532,-75.58,'CA','San','Hills Plaza_2 Harrison Street_San Francisco California 94105_(415) 512-7005',37.78941836,-122.3886298),
(92007460,10257159,-67.72,'CA','San','Grant & Bush - San Francisco_359 Grant Avenue_San Francisco California 94108_415-392-2365',37.79024997,-122.4053899),
(03244346,05250250,-58.43,'CA','San','Jones @ Jefferson - San Francisco_2801 Jones S_San Francisco California 94133_415-776-7907',37.80711196,-122.4171253),
(50967013,44613514,-48.47,'CA','San','Irving Street_744 Irving Street_San Francisco California 94122_(415) 664-8340',37.76405776,-122.4657748),
(45035675,18009782,-66.37,'CA','San','Kearny @ Bush_264 Kearny Bush_San Francisco California 94104_(415) 788-1363',37.7914,-122.402),
(38675826,12961638,-43.32,'CA','San','Kansas & 16th St. - San Francisco_350 Rhode Island_San Francisco California 94103_415-864-6383',37.76533511,-122.4024677),
(01437934,08776262,-44.89,'CA','San','Laurel Village_3595 California St._San Francisco California 94118_(415) 387-2249',37.78643419,-122.4532257),
(26481008,72520682,-79.25,'CA','San','Mariposa & Bryant_2727 Mariposa St_San Francisco California 94110_415-552-2649',37.76288274,-122.4104104),
(24370752,79618812,-72.71,'CA','San','King & 4th Street - San Francisco_280 King Street_San Francisco California 94107_415-344-0351',37.77676202,-122.3936978),
(34222465,26768845,-39.79,'CA','San','Levi's Plaza @ Sansome_1255 Battery Street_San Francisco California 94111_415-402-0379',37.80280553,-122.4019077),
(29537389,92444946,-49.74,'CA','San','Polk Street_2165 Polk Street_San Francisco California 94109_(415) 921-1351',37.79656825,-122.4217555),
(23879920,87761967,-31.39,'CA','San','Market & Fell - San Francisco_1390 Market Street_San Francisco California 94102_415-863-8332',37.77641709,-122.4175488),
(07866565,63787959,-59.58,'CA','San','Masonic @ Fulton - S.F._1799 Fulton Street_San Francisco California 94117_(415) 474-8930',37.77569231,-122.446275),
(16753269,82414749,-40.79,'CA','San','One Market Plaza_One Market Plaza_San Francisco California 94103_(415) 543-6345',37.79457,-122.39352),
(22154102,64737274,-46.50,'CA','San','Sansome_343 Sansome_San Francisco California 94111_(415) 989-8759',37.80134838,-122.4027813),
(82217684,52122086,-45.34,'CA','San','Spear Street_201 Spear Street_San Francisco California 94105_(415) 974-5077',37.7913069,-122.3924137),
(93528817,30589446,-70.57,'CA','San','Third & Market - San Francisco_7 Third Street_San Francisco California 94103_4159799530',37.7875,-122.4032),
(74766673,65862462,-82.49,'CA','San','Van Ness & California - WFB_1560 Van Ness Avenue_San Francisco California 941094606_(415) 749-0365',37.7899345,-122.4221739),
(84689522,25730316,-83.42,'CA','San','Union Street_1899 Union Street_San Francisco California 94123_(415) 921-4049',37.79770923,-122.4304693),
(55921409,49295278,-68.15,'CA','San','SJC Airport_2077 Airport Blvd._San Jose California 95110',37.36393394,-121.92039),
